Day,Date,CodedDay,Zone,Weather,Temperature,Traffic
Friday,10-06-18,5,28,27,35,1
Friday,10-06-18,5,29,29,19,5
Friday,10-06-18,5,30,44,45,2
Friday,10-06-18,5,31,40,23,3
Friday,10-06-18,5,32,42,28,1
Friday,10-06-18,5,33,45,19,3
Friday,10-06-18,5,34,28,30,5
Friday,10-06-18,5,35,25,15,5
Friday,10-06-18,5,36,19,13,2
Friday,10-06-18,5,37,23,32,1
Friday,10-06-18,5,38,5,45,5
Friday,10-06-18,5,39,6,14,4
Friday,10-06-18,5,40,19,34,1
Friday,10-06-18,5,41,26,35,5
Friday,10-06-18,5,42,34,13,1
Friday,10-06-18,5,43,3,24,4
Friday,10-06-18,5,44,4,31,1
Friday,10-06-18,5,45,37,13,3
Friday,10-06-18,5,46,25,22,2
Friday,10-06-18,5,47,45,11,5
Friday,10-06-18,5,48,18,15,2
Friday,10-06-18,5,49,31,15,1
Friday,10-06-18,5,50,32,8,3
Friday,10-06-18,5,51,30,42,1
Friday,10-06-18,5,52,22,44,5
Friday,10-06-18,5,53,34,25,1
Friday,10-06-18,5,54,11,44,5
Friday,10-06-18,5,55,41,32,3
Friday,10-06-18,5,56,29,16,1
Friday,10-06-18,5,57,29,11,5
Friday,10-06-18,5,58,27,12,2
Friday,10-06-18,5,59,29,18,5
Friday,10-06-18,5,60,14,16,4
Friday,10-06-18,5,61,29,10,4
Friday,10-06-18,5,62,3,38,3
Friday,10-06-18,5,63,19,20,5
Friday,10-06-18,5,64,7,30,1
Friday,10-06-18,5,65,28,31,1
Friday,10-06-18,5,66,18,35,5
Friday,10-06-18,5,67,47,19,4
Friday,10-06-18,5,68,38,32,1
Friday,10-06-18,5,69,8,37,4
Friday,10-06-18,5,70,16,21,2
Friday,10-06-18,5,71,26,8,3
Friday,10-06-18,5,72,19,11,4
Friday,10-06-18,5,73,9,37,4
Friday,10-06-18,5,74,26,38,4
Friday,10-06-18,5,75,46,24,5
Friday,10-06-18,5,76,21,26,4
Friday,10-06-18,5,77,23,14,4
Friday,10-06-18,5,78,10,23,5
Friday,10-06-18,5,79,30,11,5
Friday,10-06-18,5,80,23,25,5
Friday,10-06-18,5,81,14,15,4
Friday,10-06-18,5,82,25,42,5
Friday,10-06-18,5,83,25,32,5
Friday,10-06-18,5,84,30,13,2
Friday,10-06-18,5,85,38,26,4
Friday,10-06-18,5,86,19,34,2
Friday,10-06-18,5,87,24,8,2
Friday,10-06-18,5,88,8,16,1
Friday,10-06-18,5,89,25,24,2
Friday,10-06-18,5,90,21,43,5
Friday,10-06-18,5,91,23,30,5
Friday,10-06-18,5,92,12,32,5
Friday,10-06-18,5,93,17,31,2
Friday,10-06-18,5,94,45,18,4
Friday,10-06-18,5,95,10,44,4
Friday,10-06-18,5,96,17,24,3
Friday,10-06-18,5,97,5,30,2
Friday,10-06-18,5,98,12,8,5
Friday,10-06-18,5,99,47,35,3
Friday,10-06-18,5,100,27,19,4
Friday,10-06-18,5,101,3,34,3
Friday,10-06-18,5,102,35,31,2
Friday,10-06-18,5,103,44,12,3
Friday,10-06-18,5,104,34,18,4
Friday,10-06-18,5,105,46,43,3
Friday,10-06-18,5,106,2,11,5
Friday,10-06-18,5,107,29,36,1
Friday,10-06-18,5,108,44,15,4
Friday,10-06-18,5,109,6,25,4
Friday,10-06-18,5,110,39,43,2
Friday,10-06-18,5,111,1,16,5
Friday,10-06-18,5,112,40,28,4
Friday,10-06-18,5,113,38,37,5
Friday,10-06-18,5,114,24,7,1
Friday,10-06-18,5,115,41,11,4
Friday,10-06-18,5,116,35,26,3
Friday,10-06-18,5,117,14,13,1
Friday,10-06-18,5,118,7,30,3
Friday,10-06-18,5,119,43,38,2
Friday,10-06-18,5,120,40,32,5
Friday,10-06-18,5,121,23,8,1
Friday,10-06-18,5,122,24,17,2
Friday,10-06-18,5,123,29,23,3
Friday,10-06-18,5,124,17,29,3
Friday,10-06-18,5,125,47,40,1
Friday,10-06-18,5,126,36,43,2
Friday,10-06-18,5,127,40,16,3
Friday,10-06-18,5,128,43,9,2
Friday,10-06-18,5,129,19,26,1
Friday,10-06-18,5,130,11,39,5
Friday,10-06-18,5,131,4,14,1
Friday,10-06-18,5,132,39,40,5
Friday,10-06-18,5,133,13,22,5
Friday,10-06-18,5,134,12,7,1
Friday,10-06-18,5,135,18,25,4
Friday,10-06-18,5,136,31,8,2
Friday,10-06-18,5,137,13,11,4
Friday,10-06-18,5,138,34,15,1
Friday,10-06-18,5,139,5,43,4
Friday,10-06-18,5,140,47,38,1
Friday,10-06-18,5,141,15,8,4
Friday,10-06-18,5,142,26,38,1
Friday,10-06-18,5,143,16,34,3
Friday,10-06-18,5,144,16,17,1
